rank	freq	highest	term1	term2	norMean	mean	sum	items
0.07	2	372	cysteine	"foot ulcer"	28.54	34.05	4631	136
0.07	2	372	cysteine	"hyperaldosteronism"	28.54	34.05	4631	136
0.07	2	372	cysteine	"intraoperative complications"	28.54	34.05	4631	136
0.07	2	372	cysteine	"lymphedema"	28.54	34.05	4631	136
0.07	2	372	cysteine	"menstruation disturbances"	28.54	34.05	4631	136
0.07	2	372	cysteine	"obsessive-compulsive disorder"	28.54	34.05	4631	136
0.07	2	372	cysteine	"osteonecrosis"	28.54	34.05	4631	136
0.07	2	372	cysteine	"sexual dysfunctions, psychological"	28.54	34.05	4631	136
0.07	2	53	enprostil	"diabetes mellitus, type 2"	27.50	27.50	55	2
0.07	2	55	alizapride	"gastroesophageal reflux"	28.50	28.50	57	2
0.07	2	578	ranibizumab	"intraoperative complications"	27.07	90.60	1359	15
0.07	2	578	ranibizumab	"vasculitis"	27.07	90.60	1359	15
0.07	2	78	flunisolide	"cushing syndrome"	30.00	30.00	120	4
0.07	2	80	dornase	"asthma"	28.00	28.00	84	3
0.07	2	80	dornase	"respiratory distress syndrome, adult"	28.00	28.00	84	3
0.07	2	814	magnesium	"arteritis"	28.72	49.64	7595	153
0.07	2	814	magnesium	"dermatomyositis"	28.72	49.64	7595	153
0.07	2	814	magnesium	"foot ulcer"	28.72	49.64	7595	153
0.07	2	814	magnesium	"muscle spasticity"	28.72	49.64	7595	153
0.07	2	814	magnesium	"myotonic dystrophy"	28.72	49.64	7595	153
0.07	2	814	magnesium	"sexual dysfunctions, psychological"	28.72	49.64	7595	153
0.07	2	814	magnesium	"trigeminal neuralgia"	28.72	49.64	7595	153
0.07	2	814	magnesium	"wasting syndrome"	28.72	49.64	7595	153
0.07	2	82	levocabastine	"asthma"	29.75	29.75	119	4
0.07	2	82	levocabastine	"uveitis"	29.75	29.75	119	4
0.07	2	83	bendamustine	"carcinoma, non-small-cell lung"	28.50	28.50	228	8
0.07	2	83	bendamustine	"mycoses"	28.50	28.50	228	8
0.07	2	83	bendamustine	"renal insufficiency, chronic"	28.50	28.50	228	8
0.07	2	942	estradiol	"acquired immunodeficiency syndrome"	29.20	54.63	7812	143
0.07	2	942	estradiol	"adenomatous polyposis coli"	29.20	54.63	7812	143
0.07	2	942	estradiol	"chagas disease"	29.20	54.63	7812	143
0.07	2	942	estradiol	"colitis, ulcerative"	29.20	54.63	7812	143
0.07	2	942	estradiol	"diabetes insipidus"	29.20	54.63	7812	143
0.07	2	942	estradiol	"eczema"	29.20	54.63	7812	143
0.07	2	942	estradiol	"facial pain"	29.20	54.63	7812	143
0.07	2	942	estradiol	"heartburn"	29.20	54.63	7812	143
0.07	2	942	estradiol	"hemolytic-uremic syndrome"	29.20	54.63	7812	143
0.07	2	942	estradiol	"hyperostosis"	29.20	54.63	7812	143
0.07	2	942	estradiol	"infarction"	29.20	54.63	7812	143
0.07	2	942	estradiol	"meningitis"	29.20	54.63	7812	143
0.07	2	942	estradiol	"pulmonary disease, chronic obstructive"	29.20	54.63	7812	143
0.07	2	942	estradiol	"pulmonary heart disease"	29.20	54.63	7812	143
0.07	2	942	estradiol	"raynaud disease"	29.20	54.63	7812	143
0.07	3	111	ticagrelor	"diabetes mellitus, type 2"	44.40	46.60	233	5
0.07	3	182	ibritumomab	"hodgkin disease"	42.60	72.40	362	5
0.07	3	1988	gold	"antiphospholipid syndrome"	43.51	75.88	13506	178
0.07	3	1988	gold	"behcet syndrome"	43.51	75.88	13506	178
0.07	3	1988	gold	"blepharitis"	43.51	75.88	13506	178
0.07	3	1988	gold	"diabetes insipidus"	43.51	75.88	13506	178
0.07	3	1988	gold	"dysmenorrhea"	43.51	75.88	13506	178
0.07	3	1988	gold	"hiv wasting syndrome"	43.51	75.88	13506	178
0.07	3	1988	gold	"mixed connective tissue disease"	43.51	75.88	13506	178
0.07	3	1988	gold	"oral ulcer"	43.51	75.88	13506	178
0.07	3	1988	gold	"reflex sympathetic dystrophy"	43.51	75.88	13506	178
0.07	3	1988	gold	"trigeminal neuralgia"	43.51	75.88	13506	178
0.07	3	4063	hemoglobin	"cushing syndrome"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"dermatitis, exfoliative"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"dermatomyositis"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"enuresis"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"huntington disease"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"irritable bowel syndrome"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"megacolon"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"mixed connective tissue disease"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"raynaud disease"	43.09	185.79	30841	166
0.07	3	4063	hemoglobin	"trigeminal neuralgia"	43.09	185.79	30841	166
0.07	4	23779	insulin	"cystitis, interstitial"	54.82	654.27	111880	171
0.07	4	23779	insulin	"dermatitis, seborrheic"	54.82	654.27	111880	171
0.07	4	23779	insulin	"leprosy"	54.82	654.27	111880	171
0.07	4	23779	insulin	"mixed connective tissue disease"	54.82	654.27	111880	171
0.07	4	23779	insulin	"obsessive-compulsive disorder"	54.82	654.27	111880	171
0.07	4	23779	insulin	"temporomandibular joint disorders"	54.82	654.27	111880	171
0.07	4	23779	insulin	"xeroderma pigmentosum"	54.82	654.27	111880	171
0.08	2	104	clofarabine	"histiocytosis"	25.20	26.00	130	5
0.08	2	105	dizocilpine	"sleep disorders"	26.27	26.73	294	11
0.08	2	120	tenecteplase	"peripheral vascular diseases"	23.80	27.80	139	5
0.08	2	120	tenecteplase	"renal insufficiency, chronic"	23.80	27.80	139	5
0.08	2	123	bifonazole	"diabetes mellitus, type 2"	24.00	28.60	143	5
0.08	2	1264	vasopressin	"alopecia"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"amyloidosis"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"crohn disease"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"osteoarthritis"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"postoperative nausea and vomiting"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"pulmonary disease, chronic obstructive"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"sexual dysfunction, physiological"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"sexual dysfunctions, psychological"	24.11	48.74	5264	108
0.08	2	1264	vasopressin	"urinary retention"	24.11	48.74	5264	108
0.08	2	1507	losartan	"amyloidosis"	23.78	59.15	3253	55
0.08	2	1507	losartan	"cystic fibrosis"	23.78	59.15	3253	55
0.08	2	1507	losartan	"glaucoma"	23.78	59.15	3253	55
0.08	2	1507	losartan	"hypokalemia"	23.78	59.15	3253	55
0.08	2	1507	losartan	"leukemia"	23.78	59.15	3253	55
0.08	2	1507	losartan	"osteoarthritis"	23.78	59.15	3253	55
0.08	2	1507	losartan	"osteoporosis"	23.78	59.15	3253	55
0.08	2	1507	losartan	"parkinson disease"	23.78	59.15	3253	55
0.08	2	1507	losartan	"peptic ulcer"	23.78	59.15	3253	55
0.08	2	1507	losartan	"uveitis"	23.78	59.15	3253	55
0.08	2	156	rabeprazole	"liver cirrhosis"	23.67	31.83	382	12
0.08	2	167	sevelamer	"cardiomyopathies"	26.29	35.86	251	7
0.08	2	167	sevelamer	"urination disorders"	26.29	35.86	251	7
0.08	2	180	anidulafungin	"leukemia"	26.50	46.50	186	4
0.08	2	180	anidulafungin	"liver cirrhosis"	26.50	46.50	186	4
0.08	2	180	anidulafungin	"meningitis"	26.50	46.50	186	4
0.08	2	180	teniposide	"arthritis, rheumatoid"	25.36	32.64	359	11
0.08	2	180	teniposide	"mycoses"	25.36	32.64	359	11
0.08	2	187	betaxolol	"conjunctival diseases"	23.60	34.20	513	15
0.08	2	187	betaxolol	"liver cirrhosis"	23.60	34.20	513	15
0.08	2	187	betaxolol	"sexual dysfunction, physiological"	23.60	34.20	513	15
0.08	2	190	epirubicin	"celiac disease"	24.46	28.73	747	26
0.08	2	190	epirubicin	"epilepsy"	24.46	28.73	747	26
0.08	2	190	epirubicin	"erythema"	24.46	28.73	747	26
0.08	2	190	epirubicin	"hypercalcemia"	24.46	28.73	747	26
0.08	2	190	epirubicin	"hypertension"	24.46	28.73	747	26
0.08	2	190	epirubicin	"renal insufficiency, chronic"	24.46	28.73	747	26
0.08	2	190	epirubicin	"sleep disorders"	24.46	28.73	747	26
0.08	2	195	molsidomine	"parkinson disease"	25.21	32.93	461	14
0.08	2	195	molsidomine	"vasculitis"	25.21	32.93	461	14
0.08	2	2078	haloperidol	"back pain"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"carcinoma, non-small-cell lung"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"cushing syndrome"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"hodgkin disease"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"inflammatory bowel diseases"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"intraoperative complications"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"irritable bowel syndrome"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"lymphoma, non-hodgkin"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"meningitis"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"motor neuron disease"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"psoriasis"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"pulmonary fibrosis"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"renal insufficiency, chronic"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"restless legs syndrome"	24.51	84.17	5808	69
0.08	2	2078	haloperidol	"vasculitis"	24.51	84.17	5808	69
0.08	2	2097	dipyridamole	"alzheimer disease"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"behcet syndrome"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"gastroesophageal reflux"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"inflammatory bowel diseases"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"leg ulcer"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"lymphoma, non-hodgkin"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"myotonic dystrophy"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"osteonecrosis"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"parkinson disease"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"polycystic kidney diseases"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"pulmonary fibrosis"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"sleep disorders"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"spondylarthritis"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"tauopathies"	23.95	85.80	5491	64
0.08	2	2097	dipyridamole	"uveitis"	23.95	85.80	5491	64
0.08	2	226	ozogamicin	"graft vs host disease"	25.80	51.00	255	5
0.08	2	226	ozogamicin	"liver cirrhosis"	25.80	51.00	255	5
0.08	2	246	trimetazidine	"endolymphatic hydrops"	23.87	33.60	504	15
0.08	2	246	trimetazidine	"nephritis"	23.87	33.60	504	15
0.08	2	246	trimetazidine	"parkinson disease"	23.87	33.60	504	15
0.08	2	264	carmustine	"angina pectoris"	25.12	37.76	642	17
0.08	2	264	carmustine	"conjunctival diseases"	25.12	37.76	642	17
0.08	2	264	carmustine	"encephalitis"	25.12	37.76	642	17
0.08	2	272	cladribine	"alopecia"	25.93	38.21	535	14
0.08	2	272	cladribine	"carcinoma, non-small-cell lung"	25.93	38.21	535	14
0.08	2	272	cladribine	"lupus erythematosus, systemic"	25.93	38.21	535	14
0.08	2	272	cladribine	"meningitis"	25.93	38.21	535	14
0.08	2	272	cladribine	"xeroderma pigmentosum"	25.93	38.21	535	14
0.08	2	2800	clozapine	"endocarditis"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"erythema"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"hodgkin disease"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"lymphoma, non-hodgkin"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"meningitis"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"psoriasis"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"urinary retention"	24.30	83.38	4419	53
0.08	2	2800	clozapine	"xerostomia"	24.30	83.38	4419	53
0.08	2	302	benznidazole	"lupus erythematosus, systemic"	25.09	61.00	671	11
0.08	2	303	dithranol	"leukemia"	24.17	58.00	348	6
0.08	2	323	tacrolimus	"acne vulgaris"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"acquired immunodeficiency syndrome"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"amenorrhea"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"angina pectoris"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"antiphospholipid syndrome"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"arthritis, psoriatic"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"back pain"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"diabetic neuropathies"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"hypercalcemia"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"intraoperative complications"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"leprosy"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"menstruation disturbances"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"pericarditis"	25.17	33.09	3706	112
0.08	2	323	tacrolimus	"thalassemia"	25.17	33.09	3706	112
0.08	2	3244	captopril	"antiphospholipid syndrome"	23.89	78.20	5865	75
0.08	2	3244	captopril	"diabetes insipidus"	23.89	78.20	5865	75
0.08	2	3244	captopril	"glaucoma"	23.89	78.20	5865	75
0.08	2	3244	captopril	"infarction"	23.89	78.20	5865	75
0.08	2	3244	captopril	"intestinal polyposis"	23.89	78.20	5865	75
0.08	2	3244	captopril	"mixed connective tissue disease"	23.89	78.20	5865	75
0.08	2	3244	captopril	"ocular hypertension"	23.89	78.20	5865	75
0.08	2	3244	captopril	"pericarditis"	23.89	78.20	5865	75
0.08	2	3244	captopril	"rhinitis, allergic, seasonal"	23.89	78.20	5865	75
0.08	2	3244	captopril	"sleep disorders"	23.89	78.20	5865	75
0.08	2	3244	captopril	"uveitis"	23.89	78.20	5865	75
0.08	2	359	rivastigmine	"bipolar disorder"	24.00	60.86	852	14
0.08	2	377	leucine	"amenorrhea"	24.45	29.64	3794	128
0.08	2	377	leucine	"angina pectoris"	24.45	29.64	3794	128
0.08	2	377	leucine	"dermatitis, atopic"	24.45	29.64	3794	128
0.08	2	377	leucine	"endolymphatic hydrops"	24.45	29.64	3794	128
0.08	2	377	leucine	"facial pain"	24.45	29.64	3794	128
0.08	2	377	leucine	"fibromyalgia"	24.45	29.64	3794	128
0.08	2	377	leucine	"hemolytic-uremic syndrome"	24.45	29.64	3794	128
0.08	2	377	leucine	"hyperaldosteronism"	24.45	29.64	3794	128
0.08	2	377	leucine	"hyperostosis"	24.45	29.64	3794	128
0.08	2	377	leucine	"irritable bowel syndrome"	24.45	29.64	3794	128
0.08	2	377	leucine	"menstruation disturbances"	24.45	29.64	3794	128
0.08	2	377	leucine	"rhinitis, allergic, seasonal"	24.45	29.64	3794	128
0.08	2	378	dorzolamide	"diabetes mellitus, type 2"	25.30	77.60	776	10
0.08	2	378	dorzolamide	"diabetic angiopathies"	25.30	77.60	776	10
0.08	2	378	dorzolamide	"diabetic retinopathy"	25.30	77.60	776	10
0.08	2	378	dorzolamide	"facial dermatoses"	25.30	77.60	776	10
0.08	2	383	methionine	"acne vulgaris"	24.41	30.44	3835	126
0.08	2	383	methionine	"arteritis"	24.41	30.44	3835	126
0.08	2	383	methionine	"arthritis, juvenile rheumatoid"	24.41	30.44	3835	126
0.08	2	383	methionine	"back pain"	24.41	30.44	3835	126
0.08	2	383	methionine	"behcet syndrome"	24.41	30.44	3835	126
0.08	2	383	methionine	"cystitis"	24.41	30.44	3835	126
0.08	2	383	methionine	"graft vs host disease"	24.41	30.44	3835	126
0.08	2	383	methionine	"hemolytic-uremic syndrome"	24.41	30.44	3835	126
0.08	2	383	methionine	"infarction"	24.41	30.44	3835	126
0.08	2	383	methionine	"obsessive-compulsive disorder"	24.41	30.44	3835	126
0.08	2	396	natalizumab	"epilepsy"	26.00	52.50	630	12
0.08	2	396	natalizumab	"leukemia"	26.00	52.50	630	12
0.08	2	46	isophane	"urination disorders"	25.33	25.33	76	3
0.08	2	4788	aldosterone	"carcinoma, non-small-cell lung"	25.23	106.23	11473	108
0.08	2	4788	aldosterone	"erythema"	25.23	106.23	11473	108
0.08	2	4788	aldosterone	"lymphoma, non-hodgkin"	25.23	106.23	11473	108
0.08	2	4788	aldosterone	"pancreatitis"	25.23	106.23	11473	108
0.08	2	4788	aldosterone	"pericarditis"	25.23	106.23	11473	108
0.08	2	4788	aldosterone	"sarcoidosis"	25.23	106.23	11473	108
0.08	2	4788	aldosterone	"sexual dysfunction, physiological"	25.23	106.23	11473	108
0.08	2	485	ramipril	"asthma"	24.94	40.38	1292	32
0.08	2	485	ramipril	"glaucoma"	24.94	40.38	1292	32
0.08	2	485	ramipril	"meningitis"	24.94	40.38	1292	32
0.08	2	49	khellin	"peptic ulcer"	24.20	24.20	121	5
0.08	2	533	cortisone	"blepharitis"	24.18	29.33	3989	136
0.08	2	533	cortisone	"chagas disease"	24.18	29.33	3989	136
0.08	2	533	cortisone	"cystic fibrosis"	24.18	29.33	3989	136
0.08	2	533	cortisone	"dermatitis, seborrheic"	24.18	29.33	3989	136
0.08	2	533	cortisone	"diabetic nephropathies"	24.18	29.33	3989	136
0.08	2	533	cortisone	"diabetic neuropathies"	24.18	29.33	3989	136
0.08	2	533	cortisone	"endolymphatic hydrops"	24.18	29.33	3989	136
0.08	2	533	cortisone	"hemolytic-uremic syndrome"	24.18	29.33	3989	136
0.08	2	533	cortisone	"neuralgia, postherpetic"	24.18	29.33	3989	136
0.08	2	533	cortisone	"premenstrual syndrome"	24.18	29.33	3989	136
0.08	2	533	cortisone	"pulmonary disease, chronic obstructive"	24.18	29.33	3989	136
0.08	2	533	cortisone	"pulmonary heart disease"	24.18	29.33	3989	136
0.08	2	533	cortisone	"reflex sympathetic dystrophy"	24.18	29.33	3989	136
0.08	2	533	cortisone	"rosacea"	24.18	29.33	3989	136
0.08	2	533	cortisone	"sexual dysfunctions, psychological"	24.18	29.33	3989	136
0.08	2	533	cortisone	"stevens-johnson syndrome"	24.18	29.33	3989	136
0.08	2	533	cortisone	"thalassemia"	24.18	29.33	3989	136
0.08	2	558	perindopril	"pancreatitis"	25.50	44.50	1157	26
0.08	2	558	perindopril	"peripheral vascular diseases"	25.50	44.50	1157	26
0.08	2	558	perindopril	"pulmonary disease, chronic obstructive"	25.50	44.50	1157	26
0.08	2	558	perindopril	"substance withdrawal syndrome"	25.50	44.50	1157	26
0.08	2	580	candesartan	"asthma"	25.03	40.97	1270	31
0.08	2	580	candesartan	"encephalitis"	25.03	40.97	1270	31
0.08	2	580	candesartan	"glaucoma"	25.03	40.97	1270	31
0.08	2	580	candesartan	"hypertension, pulmonary"	25.03	40.97	1270	31
0.08	2	580	candesartan	"hypokalemia"	25.03	40.97	1270	31
0.08	2	580	candesartan	"ocular hypertension"	25.03	40.97	1270	31
0.08	2	580	candesartan	"parkinson disease"	25.03	40.97	1270	31
0.08	2	580	candesartan	"pulmonary fibrosis"	25.03	40.97	1270	31
0.08	2	596	transferrin	"attention deficit disorder with hyperactivity"	25.49	39.89	5146	129
0.08	2	596	transferrin	"autistic disorder"	25.49	39.89	5146	129
0.08	2	596	transferrin	"cushing syndrome"	25.49	39.89	5146	129
0.08	2	596	transferrin	"dermatitis, atopic"	25.49	39.89	5146	129
0.08	2	596	transferrin	"dermatomyositis"	25.49	39.89	5146	129
0.08	2	596	transferrin	"endolymphatic hydrops"	25.49	39.89	5146	129
0.08	2	596	transferrin	"fibromyalgia"	25.49	39.89	5146	129
0.08	2	596	transferrin	"hiv wasting syndrome"	25.49	39.89	5146	129
0.08	2	596	transferrin	"hypokalemia"	25.49	39.89	5146	129
0.08	2	596	transferrin	"lymphedema"	25.49	39.89	5146	129
0.08	2	596	transferrin	"megacolon"	25.49	39.89	5146	129
0.08	2	596	transferrin	"migraine disorders"	25.49	39.89	5146	129
0.08	2	596	transferrin	"pericarditis"	25.49	39.89	5146	129
0.08	2	596	transferrin	"pulmonary heart disease"	25.49	39.89	5146	129
0.08	2	59	unoprostone	"uveitis"	24.80	24.80	124	5
0.08	2	614	valsartan	"arthritis, rheumatoid"	25.07	45.18	1265	28
0.08	2	614	valsartan	"asthma"	25.07	45.18	1265	28
0.08	2	614	valsartan	"hypokalemia"	25.07	45.18	1265	28
0.08	2	614	valsartan	"long qt syndrome"	25.07	45.18	1265	28
0.08	2	614	valsartan	"pulmonary disease, chronic obstructive"	25.07	45.18	1265	28
0.08	2	614	valsartan	"pulmonary fibrosis"	25.07	45.18	1265	28
0.08	2	614	valsartan	"sexual dysfunctions, psychological"	25.07	45.18	1265	28
0.08	2	615	antithrombin	"amyotrophic lateral sclerosis"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"back pain"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"dermatitis, atopic"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"eating disorders"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"endolymphatic hydrops"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"erythema"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"foot ulcer"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"hypercalcemia"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"polyradiculoneuropathy"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"retinal degeneration"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"sarcoidosis"	24.73	42.32	4274	101
0.08	2	615	antithrombin	"sexual dysfunctions, psychological"	24.73	42.32	4274	101
0.08	2	63	miglustat	"sleep disorders"	25.00	25.00	100	4
0.08	2	682	choline	"cytomegalovirus infections"	25.01	38.73	4609	119
0.08	2	682	choline	"dermatitis, seborrheic"	25.01	38.73	4609	119
0.08	2	682	choline	"dermatomyositis"	25.01	38.73	4609	119
0.08	2	682	choline	"diabetic nephropathies"	25.01	38.73	4609	119
0.08	2	682	choline	"eczema"	25.01	38.73	4609	119
0.08	2	682	choline	"endocarditis"	25.01	38.73	4609	119
0.08	2	682	choline	"gingivitis"	25.01	38.73	4609	119
0.08	2	682	choline	"hypokalemia"	25.01	38.73	4609	119
0.08	2	682	choline	"menstruation disturbances"	25.01	38.73	4609	119
0.08	2	682	choline	"myofascial pain syndromes"	25.01	38.73	4609	119
0.08	2	682	choline	"osteoporosis"	25.01	38.73	4609	119
0.08	2	682	choline	"periodontitis"	25.01	38.73	4609	119
0.08	2	682	choline	"temporomandibular joint disorders"	25.01	38.73	4609	119
0.08	2	682	choline	"vomiting"	25.01	38.73	4609	119
0.08	2	764	bevacizumab	"amyloidosis"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"anemia, sickle cell"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"arthritis, rheumatoid"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"cardiomyopathies"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"encephalitis"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"histiocytosis"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"hypertension, pulmonary"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"infarction"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"inflammatory bowel diseases"	24.50	62.89	2893	46
0.08	2	764	bevacizumab	"lupus erythematosus, systemic"	24.50	62.89	2893	46
0.08	2	997	epinephrine	"acne vulgaris"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"amyloidosis"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"arthritis, juvenile rheumatoid"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"cystitis, interstitial"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"cytomegalovirus infections"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"endocarditis"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"gastritis"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"hemolytic-uremic syndrome"	23.77	42.08	5765	137
0.08	2	997	epinephrine	"malaria"	23.77	42.08	5765	137
